step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.016391451109328,0,0.0,0.9745211470121186,0,0.0
20.0,0,0.0,0.0,12.244998582701534,0,0.0,0.9923871368264308,0,0.0
25.0,0,0.0,0.0,12.251714394898023,0,0.0,0.9925309914912872,0,0.0
30.0,0,0.0,0.0,12.251474744953748,0,0.0,0.9335900689745048,0,0.0
35.0,0,0.0,0.0,12.568951455134217,0,0.0,0.9061752782395676,0,0.0
40.0,0,0.0,0.0,13.145671290029037,0,0.0,0.9601807120731005,0,0.0
45.0,0,0.0,0.0,13.306732187584112,0,0.0,0.9505120389111005,0,0.0
50.0,0,0.0,0.0,13.684172422516122,0,0.0,0.9723681841164201,0,0.0
55.0,0,0.0,0.0,13.278877354218013,0,0.0,0.9407617889646578,0,0.0
60.0,0,0.0,0.0,13.301686654111387,0,0.0,0.9356657783513537,0,0.0
65.0,0,0.0,0.0,13.773094999678614,0,0.0,0.9601841742678984,0,0.0
70.0,0,0.0,0.0,13.82578987954138,0,0.0,0.9608808654577782,0,0.0
75.0,1,2.0,0.14285714285714285,12.95116307468476,1,2.0,0.9056746609762955,1,2.0
80.0,1,7.0,0.5,11.054142059648006,1,7.0,0.7702933331812668,1,7.0
85.0,4,26.0,1.625,10.056445888557352,4,26.0,0.7080030528841563,4,26.0
90.0,2,27.0,1.6875,10.502107624516217,2,44.0,0.740443938212952,2,44.0
95.0,2,37.0,1.9473684210526316,10.921642318088184,2,37.0,0.8252822302442044,2,37.0
100.0,3,48.0,2.0,11.147105838288077,3,48.0,0.7964673658340102,3,48.0
105.0,3,63.0,2.3333333333333335,11.293355275129597,3,63.0,0.7894842331034959,3,63.0
110.0,5,82.0,2.8275862068965516,11.165461816059057,5,82.0,0.7703178354809417,5,82.0
115.0,6,108.0,3.7241379310344827,10.649950723708946,6,108.0,0.7222527486373399,6,108.0
120.0,8,143.0,4.766666666666667,10.061063269723892,8,143.0,0.6765675671016859,8,143.0
125.0,8,183.0,5.382352941176471,10.383568455433078,8,183.0,0.7025863249713267,8,183.0
130.0,7,200.0,5.714285714285714,10.253833725171633,7,222.0,0.7135797036367176,7,222.0
135.0,7,210.0,5.526315789473684,10.445905832821376,7,210.0,0.7440570399784149,7,210.0
140.0,7,245.0,5.975609756097561,10.640700841453176,7,246.0,0.7426758344961889,7,246.0
145.0,8,281.0,6.690476190476191,10.535500190842022,8,281.0,0.7386331692275195,8,281.0
150.0,8,308.0,6.844444444444444,9.994330743998571,8,323.0,0.6883991043632138,8,323.0
155.0,11,359.0,7.804347826086956,9.597205928208325,11,359.0,0.6476477966264946,11,359.0
160.0,10,393.0,7.5576923076923075,9.125464359408383,10,418.0,0.5860348959319996,10,418.0
165.0,10,438.0,8.11111111111111,9.697410377917357,10,438.0,0.6906390819617635,10,438.0
170.0,13,491.0,8.614035087719298,9.752089169468542,13,495.0,0.6634441736662818,13,495.0
175.0,15,559.0,9.163934426229508,9.949517969738077,15,559.0,0.6610147845046839,15,559.0
180.0,16,636.0,9.352941176470589,9.99140918811598,16,636.0,0.6550877821929759,16,636.0
185.0,18,723.0,10.183098591549296,9.913347990206702,18,723.0,0.648988953169741,18,723.0
190.0,16,752.0,9.64102564102564,9.858853598741463,16,816.0,0.6507282950150372,16,816.0
195.0,14,803.0,10.0375,10.314089404384555,14,803.0,0.7412027522298796,14,803.0
200.0,16,878.0,10.578313253012048,10.2806731616442,16,878.0,0.710181532229024,16,878.0
205.0,20,970.0,11.686746987951807,9.68199021062317,20,970.0,0.6304954805791578,20,970.0
210.0,24,1086.0,12.627906976744185,9.601719102595206,24,1086.0,0.61827861306409,24,1086.0
215.0,28,1215.0,13.206521739130435,9.081631464071833,28,1215.0,0.5835427436435424,28,1215.0
220.0,30,1358.0,13.717171717171718,8.892721336345417,30,1359.0,0.5793974014061056,30,1359.0
225.0,33,1517.0,15.323232323232324,8.340497324572107,33,1518.0,0.5591837689125366,33,1518.0
230.0,37,1699.0,16.33653846153846,8.387648757538592,37,1700.0,0.5704475794650616,37,1700.0
235.0,40,1891.0,17.34862385321101,7.826912920231162,40,1892.0,0.5302301176519367,40,1892.0
240.0,50,2114.0,18.382608695652173,7.086749493746291,50,2116.0,0.47587190656681955,50,2116.0
245.0,56,2381.0,20.177966101694917,6.86782986596312,56,2383.0,0.4580037010059203,56,2383.0
250.0,54,1844.0,14.870967741935484,6.450796127799005,54,2666.0,0.43094601022297074,54,2666.0
255.0,30,609.0,5.033057851239669,6.8234104924722185,30,1631.0,0.506430733067371,30,1631.0
260.0,22,490.0,3.888888888888889,7.463425935939536,22,1734.0,0.5426756167885306,22,1734.0
265.0,42,659.0,5.069230769230769,7.5859467752014105,42,1904.0,0.530526919080116,42,1904.0
270.0,52,628.0,4.686567164179104,7.092423431442924,52,2157.0,0.4780275500686502,52,2157.0
275.0,51,680.0,4.788732394366197,7.2797295561393405,51,2048.0,0.5084972351754362,51,2048.0
280.0,53,826.0,5.657534246575342,7.071403843710625,53,2207.0,0.4722933047949678,53,2207.0
285.0,35,485.0,3.129032258064516,7.145255881665892,35,1552.0,0.47150198237584656,35,1552.0
