step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.789224322027817,0,0.0,0.9254780312963105,0,0.0
20.0,0,0.0,0.0,12.559563872388084,0,0.0,0.9834919830944554,0,0.0
25.0,0,0.0,0.0,12.631546393427984,0,0.0,0.9888304203054756,0,0.0
30.0,0,0.0,0.0,12.594308973395565,0,0.0,0.9223282334991842,0,0.0
35.0,0,0.0,0.0,13.069754170186064,0,0.0,0.986342145487032,0,0.0
40.0,0,0.0,0.0,12.99275169087737,0,0.0,0.973926973224666,0,0.0
45.0,0,0.0,0.0,13.023887201019258,0,0.0,0.9807703065370529,0,0.0
50.0,0,0.0,0.0,13.017596345489379,0,0.0,0.9805688174232507,0,0.0
55.0,0,0.0,0.0,12.665453532694256,0,0.0,0.9469824929247129,0,0.0
60.0,0,0.0,0.0,12.898400823689986,0,0.0,0.958222608839697,0,0.0
65.0,0,0.0,0.0,13.192024678482397,0,0.0,0.9708594484897617,0,0.0
70.0,0,0.0,0.0,13.36804709817491,0,0.0,0.9827969875094101,0,0.0
75.0,0,0.0,0.0,12.379606022222381,0,0.0,0.8933783276035965,0,0.0
80.0,2,5.0,0.35714285714285715,11.544228818225942,2,5.0,0.8333328830595009,2,5.0
85.0,2,15.0,0.9375,11.429043624586921,2,15.0,0.8192785122272421,2,15.0
90.0,2,25.0,1.5625,11.841972769611319,2,25.0,0.8507861900456731,2,25.0
95.0,3,37.0,1.85,10.871617295026585,3,37.0,0.7679099797763871,3,37.0
100.0,3,52.0,2.1666666666666665,10.85469693758274,3,52.0,0.7955263988265416,3,52.0
105.0,3,67.0,2.4814814814814814,11.616381297934675,3,67.0,0.8203254252298813,3,67.0
110.0,3,82.0,2.8275862068965516,12.014905691997267,3,82.0,0.8442426754164468,3,82.0
115.0,4,98.0,3.3793103448275863,11.420907848588515,4,98.0,0.7844876896796719,4,98.0
120.0,6,121.0,4.033333333333333,10.297968903330661,6,121.0,0.6875433118253897,6,121.0
125.0,7,156.0,4.588235294117647,10.579003455356215,7,156.0,0.7273801525381998,7,156.0
130.0,7,191.0,5.457142857142857,10.775235634120094,7,191.0,0.7386000249430184,7,191.0
135.0,7,226.0,6.108108108108108,10.681182464855372,7,226.0,0.7291230508386093,7,226.0
140.0,9,263.0,6.575,10.057462586375639,9,267.0,0.6747418493896482,9,267.0
145.0,9,308.0,7.333333333333333,10.124541274748506,9,308.0,0.691023717874274,9,308.0
150.0,10,348.0,7.565217391304348,9.815348615917484,10,358.0,0.6544845924809437,10,358.0
155.0,13,406.0,8.826086956521738,9.17577753560516,13,406.0,0.6162113393611811,13,406.0
160.0,12,451.0,8.50943396226415,8.775526933498222,12,474.0,0.5854529089918219,12,474.0
165.0,12,499.0,9.072727272727272,9.216330074461586,12,499.0,0.6600261575565646,12,499.0
170.0,13,562.0,9.859649122807017,9.82106510155283,13,562.0,0.6767414595853781,13,562.0
175.0,14,630.0,10.161290322580646,10.287370930932134,14,630.0,0.6847984605856037,14,630.0
180.0,14,700.0,10.447761194029852,10.338620711355968,14,700.0,0.6774158127471378,14,700.0
185.0,15,772.0,11.028571428571428,10.461302708651127,15,772.0,0.6935304486764166,15,772.0
190.0,16,850.0,11.03896103896104,10.417571926523555,16,850.0,0.6793484965529868,16,850.0
195.0,18,936.0,11.414634146341463,10.36794148052657,18,936.0,0.6753754390003704,18,936.0
200.0,18,1015.0,12.228915662650602,10.048553599627239,18,1031.0,0.6558563954794076,18,1031.0
205.0,19,1110.0,13.214285714285714,10.231170924606987,19,1110.0,0.6863080662151356,19,1110.0
210.0,21,1209.0,13.89655172413793,9.581848803451901,21,1209.0,0.617964355845907,21,1209.0
215.0,28,1333.0,14.648351648351648,9.094490963316554,28,1333.0,0.5823455785465738,28,1333.0
220.0,28,1465.0,14.948979591836734,9.085461514223704,28,1474.0,0.5897372900865402,28,1474.0
225.0,32,1620.0,16.2,8.809470703726307,32,1620.0,0.5827304504392872,32,1620.0
230.0,37,1793.0,17.240384615384617,8.297319167790299,37,1793.0,0.5458293448746254,37,1793.0
235.0,43,1991.0,18.1,7.969980774176236,43,1991.0,0.5194987281997896,43,1991.0
240.0,43,2188.0,19.19298245614035,7.755579407075,43,2210.0,0.5141068555860453,43,2210.0
245.0,47,2417.0,21.20175438596491,7.374489425193815,47,2417.0,0.5008449057165272,47,2417.0
250.0,49,2659.0,22.34453781512605,7.385114477933134,49,2659.0,0.49595692510781214,49,2659.0
255.0,55,2921.0,24.140495867768596,7.302257517217412,55,2921.0,0.47876205413827966,55,2921.0
260.0,57,3202.0,25.212598425196852,7.325101070698168,57,3202.0,0.48360571525224805,57,3202.0
265.0,62,3499.0,27.124031007751938,7.012037433729219,62,3499.0,0.46636471291142795,62,3499.0
270.0,64,3813.0,28.669172932330827,6.6545449136489685,64,3813.0,0.4464186248213198,64,3813.0
275.0,70,4149.0,29.635714285714286,6.280191078530502,70,4149.0,0.42139604932525343,70,4149.0
280.0,78,4527.0,31.220689655172414,5.905724126747517,78,4527.0,0.39272983185823074,78,4527.0
285.0,83,4934.0,32.248366013071895,5.6621032003660545,83,4934.0,0.3740851241114344,83,4934.0
