step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.948372498347982,0,0.0,0.9525277951844866,0,0.0,0.9615467664063974,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9443197331041375,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.955268632328993,0,0.0,0.9554037190658966,0,0.0,0.9508606459710558,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9533767909707198,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.924918149087187,0,0.0,0.9089757773375786,0,0.0,0.9601234261506869,0,0.0,1.0,0,0.0,1.0,0,0.0,0.946128838606668,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9531523167117718,0,0.0,0.9493303770003791,0,0.0,0.9522340352649941,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9513988774209522,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.328756708699785,0,0.0,0.8552945312617147,0,0.0,0.7162540523741938,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9515977344965384,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6295817839804202,0,0.0,0.942219496383178,0,0.0,0.9523455705441535,0,0.0,0.9606211255744723,0,0.0,1.0,0,0.0,0.9830587642656868,0,0.0,0.7108584597591652,0,0.0,1.0,0,0.0
20.0,7,23.0,0.4107142857142857,9.779918555321242,1,3.0,0.6363498764669281,2,5.0,0.6680763691086308,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9410410045588741,0,0.0,0.9182850748080741,0,0.0,1.0,0,0.0,1.0,2,8.0,0.5562125508593186,0,0.0,0.9417378701300445,0,0.0,0.9520297557339472,0,0.0,0.7951189909771417,0,0.0,1.0,0,0.0,0.9468991328050554,2,7.0,0.47232028970038514,0,0.0,1.0,7,23.0
25.0,1,1.0,0.013888888888888888,9.937937101505094,1,4.0,0.6462291000430281,0,0.0,0.732302906723902,0,0.0,1.0,0,0.0,0.9898520183387077,0,0.0,0.8576604585132968,0,0.0,0.9279125578002372,0,0.0,1.0,0,0.0,1.0,0,2.0,0.569082109364901,0,0.0,0.9466276168169054,0,3.0,0.8400014886909832,0,4.0,0.7611497039288688,0,4.0,0.46990526680807976,0,0.0,0.9655750475192041,0,5.0,0.6483403245103132,0,2.0,0.4253332527591669,1,24.0
30.0,8,17.0,0.2125,10.168944474008692,2,8.0,0.5879216754605934,2,3.0,0.5645639851173773,0,0.0,1.0,0,0.0,0.9120144640568231,1,3.0,0.52115921720089,0,0.0,0.9435984085473905,0,0.0,0.9276421007875121,0,0.0,1.0,0,0.0,0.9397774045313733,0,0.0,0.9701487112974398,1,4.0,0.7044158037139941,2,6.0,0.6241604606359289,0,4.0,0.8058717412656948,0,0.0,0.8998505880579557,0,0.0,0.8232507899754934,0,2.0,0.8764973519580808,8,30.0
35.0,8,40.0,0.4166666666666667,9.745481352354178,0,5.0,0.6098518682406112,3,17.0,0.531280662381111,0,0.0,1.0,0,0.0,0.6553755719832532,0,0.0,0.6220104897824591,0,2.0,0.22631888297578498,0,0.0,0.9242372280005098,0,0.0,1.0,0,0.0,0.956797893466284,0,0.0,0.947680976349316,2,12.0,0.6785200698170222,3,20.0,0.6102789282932058,0,4.0,0.8244120413031422,0,0.0,0.7302664771477422,0,0.0,0.9516265441206839,0,2.0,0.8515877921746321,8,62.0
40.0,12,59.0,0.5267857142857143,9.441387188995252,1,5.0,0.711253192654862,0,9.0,0.7298672589883949,0,0.0,0.8669078998587219,1,3.0,0.008966236470013253,0,0.0,0.9718414127021225,1,9.0,0.7120412972681827,0,0.0,0.9658430005810696,0,0.0,0.9890885706442818,1,5.0,0.6547329232373159,0,0.0,0.9515122512638242,0,6.0,0.4813001743520699,5,38.0,0.42567430009155255,0,0.0,0.5500278896354273,2,8.0,0.6424898924702697,0,0.0,0.9897542676249427,1,1.0,0.847895440306757,12,84.0
45.0,18,72.0,0.6,8.880605965623943,1,2.0,0.6123202949903209,2,11.0,0.7456999978525383,0,0.0,0.8440022776213099,0,0.0,1.0,0,0.0,0.9585744685697631,0,4.0,0.911619022101153,0,0.0,0.053216479906770496,0,2.0,0.7702168537187589,3,16.0,0.5886043544277433,0,0.0,0.9441964515075383,6,26.0,0.34152948578396763,2,32.0,0.5306227039506705,0,2.0,0.5622162476830699,3,22.0,0.3232047913970793,0,0.0,0.9328041681675804,1,6.0,0.7190539505616642,18,123.0
50.0,16,71.0,0.5220588235294118,8.604631799432624,2,11.0,0.6345185114524289,3,20.0,0.5709707027425396,1,3.0,0.6998951530341416,0,2.0,0.5131691104369148,0,0.0,0.6857403454916111,0,2.0,0.802784505105039,1,6.0,0.7071865655159054,0,3.0,0.8947841203461602,0,10.0,0.7249653017244906,0,0.0,0.9433667322665239,2,34.0,0.5544275751644823,3,21.0,0.5439047089352795,1,11.0,0.660445248374166,2,19.0,0.32915378803788764,1,4.0,0.595554953842961,0,1.0,0.4368170469049345,16,147.0
