step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.284133047174626,0,0.0,0.9573681111841083,0,0.0,0.9555052444742952,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9589434443943474,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9590562859047643,0,0.0,0.9582653458577488,0,0.0,0.9543692826618182,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9616829669190013,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.775922532373405,0,0.0,0.9231724142559168,0,0.0,0.9555610679059728,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9207737525290104,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9557800613074888,0,0.0,0.9550253432125693,0,0.0,0.9562123971655079,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8495961089129573,0,0.0,1.0,0,0.0
15.0,1,2.0,0.05,11.389162796360107,0,0.0,0.7955450692532691,0,0.0,0.6598785686116547,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9390963007390912,0,0.0,0.8860770091829099,0,0.0,1.0,0,0.0,1.0,1,2.0,0.7530297283825123,0,0.0,0.9434700983255798,0,0.0,0.9478832870976327,0,0.0,0.9936675342678836,0,0.0,1.0,0,0.0,0.9956572761214061,0,0.0,0.9307252506321055,0,0.0,0.5131953738852476,1,2.0
20.0,7,26.0,0.4642857142857143,10.731276717640762,2,7.0,0.679015925941438,2,9.0,0.6792961428399809,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9600295285565317,0,0.0,0.9861693594536481,0,0.0,1.0,0,0.0,1.0,3,10.0,0.5067794336521604,0,0.0,0.7542800315002148,0,0.0,0.9893389250818211,0,0.0,0.9691355535848607,0,0.0,1.0,0,0.0,0.9585311618896643,0,0.0,0.9715866703699216,0,0.0,0.9845590209677282,7,26.0
25.0,6,32.0,0.4444444444444444,10.135548732215613,0,3.0,0.7428621268594625,4,26.0,0.5613296121452649,0,0.0,1.0,0,0.0,0.9908018147291338,0,0.0,0.9731579050039807,0,0.0,0.6850932279264981,0,0.0,1.0,0,0.0,1.0,0,5.0,0.6824743606816962,2,6.0,0.5633306290659147,0,4.0,0.8109064143808684,0,0.0,0.9464415061898815,0,4.0,0.6435834895975727,0,0.0,0.9242346351777923,0,0.0,0.9609847989623277,0,0.0,0.8385683210423481,6,48.0
30.0,4,11.0,0.1375,10.264543670381865,1,3.0,0.7474122887447482,0,18.0,0.5285272883445136,0,0.0,1.0,0,0.0,0.9814333055591962,0,0.0,0.9640040729692645,2,6.0,0.6946586577897872,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8721136209190075,0,2.0,0.6238113421712691,0,4.0,0.9422468593694973,0,4.0,0.6140316033776699,0,4.0,0.9258322600585595,0,4.0,0.48190800000774153,0,0.0,0.9663524440962415,1,2.0,0.5514661271653433,4,47.0
35.0,10,37.0,0.3854166666666667,9.687821960771418,0,0.0,0.7617325946821158,3,10.0,0.4921422268888652,0,3.0,0.5001047077971267,0,0.0,0.9903908484248406,0,0.0,0.9136326096678637,3,18.0,0.35724994783414565,0,0.0,1.0,0,0.0,0.9714522314030745,0,0.0,0.7794453893532772,0,0.0,0.9530330386671733,1,5.0,0.827515207380632,2,13.0,0.6404002281196809,0,2.0,0.892648025675995,0,4.0,0.9175217502950141,1,1.0,0.5218252550589256,0,1.0,0.43824107600320783,10,57.0
40.0,24,108.0,0.9642857142857143,8.564968453169547,1,2.0,0.814457646098116,1,12.0,0.6763738661150125,0,3.0,0.8998047477967971,0,0.0,1.0,1,1.0,0.6409142884563098,7,43.0,0.06451757210247003,0,0.0,1.0,0,0.0,0.9854788371919028,1,7.0,0.5555087490356796,0,0.0,0.9691008326076161,3,10.0,0.639761269323938,4,30.0,0.5611382078293767,2,6.0,0.22675856057888738,0,4.0,0.9058916882444435,4,14.0,0.5779611119931216,0,0.0,1.0,24,132.0
45.0,11,32.0,0.26666666666666666,7.418650606826546,1,1.0,0.6764661041603647,4,20.0,0.6710570778539001,0,7.0,0.7546230171732451,0,0.0,1.0,0,0.0,0.7073121743166763,2,39.0,0.1769777586306372,0,4.0,0.4061763006418502,0,0.0,0.720338797280667,0,7.0,0.7297992114503402,0,0.0,0.8740469649713434,1,9.0,0.3670124477981261,1,20.0,0.284086466669512,1,16.0,0.2805318111664374,1,7.0,0.41987963484262514,0,13.0,0.6770863860138233,0,0.0,0.9778239433902497,11,143.0
50.0,16,51.0,0.375,9.065425579807762,2,9.0,0.6745507419718774,1,15.0,0.4483725577337024,2,10.0,0.5904852643597588,0,4.0,0.407417587586754,0,0.0,0.9285495330474502,0,10.0,0.8468678000248281,0,4.0,0.8361735783724821,1,3.0,0.24784480852390497,0,4.0,0.9542764861451072,0,0.0,0.8467169441676266,3,18.0,0.6467884254245527,6,29.0,0.4256879388186182,0,6.0,0.8721170903086932,1,7.0,0.4492987368223914,0,0.0,0.6158503467233055,0,4.0,0.8411457344096903,16,123.0
55.0,9,27.0,0.17880794701986755,9.582047436014806,1,6.0,0.5744480028903939,4,21.0,0.42945443794331983,0,7.0,0.6075133988886684,0,6.0,0.8303132201258673,0,4.0,0.822201002515456,0,4.0,0.9376743191945525,0,4.0,0.8890130256317685,0,0.0,1.0,1,1.0,0.7474481268550389,1,3.0,0.6640152297226314,0,10.0,0.7955743209557485,0,32.0,0.7417460042160375,0,2.0,0.9038919676719783,1,4.0,0.4135133312196418,1,10.0,0.4928233623980212,0,6.0,0.7759215151479373,9,120.0
60.0,18,51.0,0.32075471698113206,8.936127006458813,3,11.0,0.6236823758906239,1,24.0,0.6022334559109778,2,9.0,0.2326665119103528,0,6.0,0.8922571528066368,0,4.0,0.9377843577765402,0,0.0,0.9323905102895703,0,0.0,0.7891026921331898,0,0.0,0.7524847263160584,3,13.0,0.4754318888845899,0,0.0,0.7891681442571084,1,3.0,0.6052036140884361,1,9.0,0.5560846013950071,2,3.0,0.32160142350801724,2,7.0,0.5239312840280278,2,18.0,0.6503294624086424,1,9.0,0.6066284414887837,18,116.0
65.0,19,88.0,0.5057471264367817,8.653555695359197,1,8.0,0.5539494417570006,3,13.0,0.6731638016398949,0,11.0,0.2436553442501164,0,2.0,0.8735283621884318,0,4.0,0.8661392897780782,0,0.0,0.7626030919648173,0,4.0,0.7688953740768176,0,0.0,0.8848620729337006,0,10.0,0.7441124315297427,0,0.0,0.7798785075577629,0,4.0,0.5495556626774879,1,13.0,0.315895662439872,6,31.0,0.18008689499803776,3,22.0,0.6859566883322427,5,35.0,0.5692599402186935,0,6.0,0.6029560679141273,19,163.0
70.0,16,52.0,0.2765957446808511,8.831269570579206,3,15.0,0.6384973144497176,2,12.0,0.4041077923043147,0,6.0,0.7114510466729145,1,5.0,0.4202301409430803,1,5.0,0.6378660891750236,0,0.0,0.007702693335128905,0,4.0,0.9116744030203946,0,0.0,0.8811942940806902,0,4.0,0.9353975395341315,0,0.0,0.6535944870116609,1,9.0,0.7977088316705522,5,26.0,0.35383495729166164,0,32.0,0.7005488783026281,0,12.0,0.5973846840827413,2,26.0,0.3819916082451193,1,9.0,0.356657038821166,16,165.0
75.0,22,94.0,0.4845360824742268,9.2022600295519,0,7.0,0.5510464917385316,6,31.0,0.3891870065717287,0,6.0,0.8902939097418218,2,15.0,0.641692299246981,0,2.0,0.6188460164815291,1,13.0,0.3900873713534444,0,4.0,0.950951536311622,0,0.0,0.6317508098786131,0,0.0,0.8427825598048003,2,10.0,0.5742520163935877,1,14.0,0.8089992475841948,1,37.0,0.6532904735322024,0,8.0,0.8543042400272832,3,9.0,0.1540843476756005,5,20.0,0.3551032350664422,1,15.0,0.49186289682426676,22,191.0
