step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.734218612953555,0,0.0,0.8621010934854574,0,0.0
20.0,0,0.0,0.0,13.322936275502713,0,0.0,0.9723060996070287,0,0.0
25.0,0,0.0,0.0,13.435964463680563,0,0.0,0.9826275912264668,0,0.0
30.0,0,0.0,0.0,12.999363897985498,0,0.0,0.9553138866210542,0,0.0
35.0,0,0.0,0.0,12.784819531205944,0,0.0,0.9228528822452298,0,0.0
40.0,0,0.0,0.0,13.560141997364155,0,0.0,0.9820496606286436,0,0.0
45.0,0,0.0,0.0,13.255798365492987,0,0.0,0.9689070001364047,0,0.0
50.0,0,0.0,0.0,13.481715847169061,0,0.0,0.9851950080675808,0,0.0
55.0,0,0.0,0.0,13.020489814686481,0,0.0,0.9515666432442846,0,0.0
60.0,0,0.0,0.0,12.982571745075052,0,0.0,0.9394062327994313,0,0.0
65.0,0,0.0,0.0,12.30382119573901,0,0.0,0.8920345074633552,0,0.0
70.0,1,4.0,0.3333333333333333,12.463655634506187,1,4.0,0.9019937626809794,1,4.0
75.0,0,0.0,0.0,12.087845297434171,0,8.0,0.8676946571239997,0,8.0
80.0,1,3.0,0.21428571428571427,12.104225895339274,1,3.0,0.9093120236093465,1,3.0
85.0,0,0.0,0.0,11.48330002993383,0,7.0,0.8339539794328377,0,7.0
90.0,1,5.0,0.3125,12.234112419207662,1,5.0,0.9040208700636942,1,5.0
95.0,2,11.0,0.55,11.583202006383223,2,11.0,0.8041729975111022,2,11.0
100.0,2,21.0,0.875,12.07422689030503,2,21.0,0.8381500140259868,2,21.0
105.0,3,34.0,1.2592592592592593,12.101213781728504,3,34.0,0.8458846425525085,3,34.0
110.0,5,51.0,1.7586206896551724,10.688419693266805,5,51.0,0.7352980330721799,5,51.0
115.0,6,70.0,2.413793103448276,10.298467691174109,6,82.0,0.705586979890798,6,82.0
120.0,5,84.0,2.8,10.443032621493773,5,89.0,0.7537059519711735,5,89.0
125.0,5,109.0,3.2058823529411766,10.482935991193981,5,114.0,0.7399735631209461,5,114.0
130.0,8,146.0,4.171428571428572,10.351533027797919,8,151.0,0.7054430643684326,8,151.0
135.0,7,167.0,4.394736842105263,10.616693252356253,7,190.0,0.7298850146483391,7,190.0
140.0,7,202.0,5.17948717948718,9.774933962561404,7,207.0,0.7174316735944196,7,207.0
145.0,7,209.0,5.097560975609756,9.862461510897647,7,249.0,0.7092363829411744,7,249.0
150.0,6,235.0,5.222222222222222,10.398579188377715,6,235.0,0.7729261886451025,6,235.0
155.0,8,269.0,5.8478260869565215,9.8449430976147,8,270.0,0.6926547835409163,8,270.0
160.0,12,319.0,6.134615384615385,9.206767494471332,12,319.0,0.6364333129785147,12,319.0
165.0,13,381.0,6.927272727272728,9.403511867724204,13,386.0,0.6424368927512303,13,386.0
170.0,15,453.0,7.810344827586207,9.45033643365374,15,453.0,0.6453077914781346,15,453.0
175.0,10,441.0,7.112903225806452,9.677647156677674,10,523.0,0.658272318715803,10,523.0
180.0,11,484.0,7.0144927536231885,10.018578253917633,11,484.0,0.7411652270803725,11,484.0
185.0,11,539.0,7.811594202898551,10.511711798418368,11,539.0,0.7562565700396399,11,539.0
190.0,14,600.0,8.0,10.376154454426057,14,600.0,0.703480711275913,14,600.0
195.0,16,675.0,8.333333333333334,10.600708840987666,16,675.0,0.7135408538837635,16,675.0
200.0,18,760.0,9.268292682926829,10.263725935516549,18,760.0,0.6914036290965485,18,760.0
205.0,15,399.0,4.925925925925926,9.732942600854324,15,852.0,0.6605567870715716,15,852.0
210.0,7,90.0,1.0975609756097562,10.019332355213098,7,231.0,0.7692652210999643,7,231.0
215.0,9,50.0,0.5617977528089888,9.800745767621555,9,273.0,0.6958258016064673,9,273.0
220.0,12,61.0,0.6354166666666666,10.51909691530292,12,207.0,0.7691035859648628,12,207.0
225.0,15,121.0,1.21,10.466561639331612,15,274.0,0.7128241518628377,15,274.0
230.0,18,205.0,1.9523809523809523,10.725649429299189,18,351.0,0.7240468057476855,18,351.0
235.0,18,182.0,1.6396396396396395,9.928933347043365,18,446.0,0.6406820189764643,18,446.0
240.0,8,72.0,0.6260869565217392,9.920268333946797,8,154.0,0.7075395869455515,8,154.0
245.0,13,83.0,0.7217391304347827,9.588135633069232,13,209.0,0.6435837369271827,13,209.0
250.0,25,176.0,1.4545454545454546,9.653380508167258,25,253.0,0.6453756169366465,25,253.0
255.0,27,308.0,2.5245901639344264,9.95039732220259,27,385.0,0.6363290108161541,27,385.0
260.0,29,452.0,3.503875968992248,10.188561995850453,29,529.0,0.6530458081345804,29,529.0
265.0,30,598.0,4.496240601503759,10.044771118536977,30,675.0,0.6323557844552612,30,675.0
270.0,34,759.0,5.580882352941177,9.577731260672314,34,837.0,0.5855905847641318,34,837.0
275.0,38,942.0,6.926470588235294,9.253529662486175,38,1020.0,0.5816805074199656,38,1020.0
280.0,41,1145.0,8.419117647058824,9.082607416109571,41,1223.0,0.5649007418803801,41,1223.0
285.0,44,1360.0,9.577464788732394,8.79398572720219,44,1438.0,0.5488021269765386,44,1438.0
290.0,49,1594.0,10.917808219178083,8.543656679664126,49,1672.0,0.5278524135444222,49,1672.0
