step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.84520197060192,0,0.0,0.8123401973153634,0,0.0
20.0,0,0.0,0.0,14.329651111399075,0,0.0,0.9821443998235866,0,0.0
25.0,0,0.0,0.0,14.133746295422101,0,0.0,0.9691109038942607,0,0.0
30.0,0,0.0,0.0,13.701690653851111,0,0.0,0.964763884662938,0,0.0
35.0,0,0.0,0.0,13.281805600942562,0,0.0,0.9345168553423326,0,0.0
40.0,0,0.0,0.0,13.628128832656788,0,0.0,0.9612498133943651,0,0.0
45.0,0,0.0,0.0,13.674945608930953,0,0.0,0.9736230516682453,0,0.0
50.0,0,0.0,0.0,13.914783712236469,0,0.0,0.9909873423684873,0,0.0
55.0,0,0.0,0.0,13.160400421813414,0,0.0,0.9599071054919514,0,0.0
60.0,0,0.0,0.0,12.959062955528271,0,0.0,0.9521383368709397,0,0.0
65.0,0,0.0,0.0,11.880613586866948,0,0.0,0.8942947261583175,0,0.0
70.0,1,4.0,0.3333333333333333,11.92705877897725,1,4.0,0.8903806362129726,1,4.0
75.0,1,9.0,0.6428571428571429,12.05178407211495,1,9.0,0.8800189109238874,1,9.0
80.0,1,14.0,1.0,12.441279358597907,1,14.0,0.9071376022973413,1,14.0
85.0,1,19.0,1.1875,11.80478892476738,1,19.0,0.8566240503988977,1,19.0
90.0,2,27.0,1.6875,11.553039313543334,2,27.0,0.828685702340393,2,27.0
95.0,0,0.0,0.0,10.93228390198847,0,37.0,0.7788693518858543,0,37.0
100.0,0,0.0,0.0,11.52743746090775,0,0.0,0.9062397661665229,0,0.0
105.0,0,0.0,0.0,12.198691723114118,0,2.0,0.9038038111522163,0,2.0
110.0,0,0.0,0.0,13.031153501216867,0,0.0,0.9702163163795718,0,0.0
115.0,0,0.0,0.0,12.950298163940394,0,0.0,0.9398545725668107,0,0.0
120.0,2,6.0,0.2,12.307680341147485,2,6.0,0.8629123138719662,2,6.0
125.0,2,11.0,0.3333333333333333,11.26939259534927,2,19.0,0.7750520246263884,2,19.0
130.0,4,29.0,0.8529411764705882,11.278569095718451,4,29.0,0.8133296382408242,4,29.0
135.0,2,21.0,0.5675675675675675,11.789126848795258,2,47.0,0.8398937356552615,2,47.0
140.0,2,16.0,0.4,11.957393490972715,2,16.0,0.889046221891798,2,16.0
145.0,2,26.0,0.6341463414634146,11.76221640233592,2,26.0,0.8465673454566691,2,26.0
150.0,5,47.0,1.0444444444444445,11.700002636263529,5,47.0,0.8020042104788414,5,47.0
155.0,4,55.0,1.1956521739130435,11.002352114755883,4,71.0,0.7334547202734317,4,71.0
160.0,6,85.0,1.6666666666666667,10.997817525955508,6,85.0,0.7764707505475454,6,85.0
165.0,3,84.0,1.5849056603773586,10.976789987692452,3,112.0,0.7780282866281084,3,112.0
170.0,3,99.0,1.7678571428571428,11.576179093973394,3,99.0,0.8508265422466124,3,99.0
175.0,5,119.0,2.016949152542373,11.709350816200631,5,119.0,0.8304526574132429,5,119.0
180.0,5,144.0,2.2153846153846155,12.02091474634478,5,144.0,0.8383146693648998,5,144.0
185.0,4,156.0,2.3636363636363638,11.915926172692519,4,168.0,0.8483350464167998,4,168.0
190.0,5,177.0,2.4583333333333335,11.808892441684911,5,177.0,0.8333295293690608,5,177.0
195.0,6,201.0,2.6447368421052633,11.273091371731335,6,212.0,0.7715707298009152,6,212.0
200.0,7,231.0,3.0,11.468473542268974,7,234.0,0.8270806677765211,7,234.0
205.0,5,241.0,3.1298701298701297,11.310397030871666,5,265.0,0.7932462229110453,5,265.0
210.0,6,268.0,3.4358974358974357,11.577101423117318,6,271.0,0.8472327726094433,6,271.0
215.0,6,278.0,3.3095238095238093,11.326863399029184,6,285.0,0.808163403264891,6,285.0
220.0,6,303.0,3.32967032967033,11.716053584605376,6,304.0,0.8326348949690333,6,304.0
225.0,9,345.0,3.75,11.673399771238142,9,347.0,0.7974933974778715,9,347.0
230.0,11,397.0,4.135416666666667,11.393677476948218,11,398.0,0.7646505618995542,11,398.0
235.0,10,420.0,4.158415841584159,11.358344980063128,10,443.0,0.7622460112589248,10,443.0
240.0,8,443.0,4.179245283018868,11.170842362115023,8,444.0,0.7873778164862155,8,444.0
245.0,12,491.0,4.546296296296297,11.058617802737913,12,505.0,0.7449813778076159,12,505.0
250.0,15,558.0,4.982142857142857,10.89632632398102,15,559.0,0.7146008415797661,15,559.0
255.0,16,600.0,5.217391304347826,11.084970562348857,16,634.0,0.7143200697816033,16,634.0
260.0,9,618.0,5.15,11.313230750782383,9,632.0,0.7801653997880552,9,632.0
265.0,15,676.0,5.633333333333334,10.859523528835648,15,693.0,0.7077815591769625,15,693.0
270.0,20,768.0,6.453781512605042,10.818257548562189,20,782.0,0.7032006113417542,20,782.0
275.0,19,824.0,6.645161290322581,10.366357367437166,19,867.0,0.6597263379842552,19,867.0
280.0,15,847.0,6.669291338582677,10.402743089616697,15,860.0,0.6900087427829972,15,860.0
285.0,19,913.0,6.864661654135339,10.36695024016822,19,948.0,0.6526977532957235,19,948.0
290.0,23,1008.0,7.304347826086956,10.617728320420493,23,1032.0,0.6730480451745745,23,1032.0
295.0,25,1132.0,8.085714285714285,10.826758885091008,25,1145.0,0.6790275717466558,25,1145.0
