step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.705871587067023,0,0.0,0.9648221872012982,0,0.0,0.9649335052695898,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9666728740372127,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9664582339670198,0,0.0,0.9685126741028578,0,0.0,0.9647519949288875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9707183616801212,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.123941706793236,0,0.0,0.9607852058470254,0,0.0,0.9581686088152983,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9362729781370751,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.958747009462019,0,0.0,0.9668466508897091,0,0.0,0.9593317092001505,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8469978256619191,0,0.0,1.0,0,0.0
15.0,2,2.0,0.05,11.879583171264592,0,0.0,0.8026235219359094,1,1.0,0.6881711324830588,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9576478345102765,0,0.0,0.935744814090157,0,0.0,1.0,0,0.0,1.0,1,1.0,0.7469200662657904,0,0.0,0.9584499117521538,0,0.0,0.923878155963957,0,0.0,0.975985210644735,0,0.0,1.0,0,0.0,0.9719458844165214,0,0.0,0.954992274747438,0,0.0,0.7585130980450889,2,2.0
20.0,6,25.0,0.44642857142857145,11.12066367684771,2,7.0,0.615220599627367,2,10.0,0.6455461722621324,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9500470849886685,0,0.0,0.9777411408861281,0,0.0,1.0,0,0.0,1.0,2,8.0,0.6155271592951274,0,0.0,0.9329820015557616,0,0.0,0.9349049480661623,0,0.0,0.9487525688999553,0,0.0,1.0,0,0.0,0.8929298508997014,0,0.0,0.9577976434491907,0,0.0,0.9761401331143711,6,25.0
25.0,1,1.0,0.013888888888888888,9.673981251225534,0,3.0,0.7031450133946145,0,2.0,0.6592414000216161,0,0.0,1.0,0,0.0,0.7220367738077506,0,0.0,0.9647961754621519,0,0.0,0.6949944259265673,0,0.0,1.0,0,0.0,1.0,0,0.0,0.640185446153577,1,1.0,0.713987954957877,0,4.0,0.6061006805169976,0,4.0,0.6497927753851229,0,4.0,0.5232253067953172,0,0.0,0.8032744080631129,0,0.0,0.8470898429043207,0,0.0,0.6441800189557914,1,18.0
30.0,11,38.0,0.475,9.070241159779814,1,4.0,0.672007967394304,2,4.0,0.5651687673450596,0,0.0,1.0,0,0.0,0.9589128873716226,0,0.0,0.7979874694261794,2,7.0,0.5437095753942267,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9622376081552986,0,0.0,0.7271083651948317,2,14.0,0.6310414548224974,0,4.0,0.8365188531020316,0,4.0,0.8674994338528398,0,2.0,0.45860382248560694,2,6.0,0.4713685586501395,2,7.0,0.0894335061331942,11,52.0
35.0,6,33.0,0.34375,8.791293773987599,0,0.0,0.6617558992570115,1,10.0,0.5433105130925322,0,4.0,0.45341779970592416,0,0.0,0.2586009965667309,1,3.0,0.6090386767852508,0,1.0,0.2700800401953281,0,4.0,0.40616756663836673,0,0.0,1.0,0,3.0,0.6607423259491328,0,0.0,0.9636943393587787,4,32.0,0.6162747277584827,0,4.0,0.8600413054027798,0,3.0,0.9197191606144883,0,2.0,0.9260532562885344,0,2.0,0.629033478636593,0,7.0,0.3480280118266223,6,75.0
40.0,11,33.0,0.29464285714285715,9.292904454789499,2,7.0,0.7386079239187542,3,14.0,0.6641583188532685,0,4.0,0.9381721694341728,3,8.0,0.001518630625302475,0,0.0,0.6963032752665695,0,2.0,0.4116579433709876,0,4.0,0.8502947951968749,0,0.0,1.0,2,9.0,0.694865106223151,0,0.0,0.8782144254133858,1,20.0,0.3522821545603571,0,4.0,0.5027857469082756,0,1.0,0.8749428937012552,0,2.0,0.9367610428035654,0,0.0,0.9668556415960284,0,4.0,0.8318661625176359,11,79.0
45.0,10,30.0,0.25,9.266876563442834,0,0.0,0.6699212028042527,0,11.0,0.677001631651468,0,2.0,0.9131399099769869,0,5.0,0.6566245915262537,0,0.0,0.9579099744729723,0,4.0,0.9299339156545801,0,4.0,0.8942776813447427,0,4.0,0.3600567515784065,0,4.0,0.7661787570403089,2,6.0,0.6277951761312868,6,29.0,0.34958541087625367,0,4.0,0.8831279344116344,2,6.0,0.1915950702108478,0,0.0,0.5373220869893005,0,0.0,0.5555679766694086,0,4.0,0.8874452871532964,10,83.0
50.0,12,31.0,0.22794117647058823,8.983642214110773,2,5.0,0.6764408071335305,1,5.0,0.5056197108087914,0,0.0,0.6713138045839349,0,0.0,0.92436490644627,0,0.0,0.9441999740361412,0,4.0,0.9536836672941126,0,0.0,0.6135482390796758,0,4.0,0.8297386616906117,2,5.0,0.5027220074968667,0,0.0,0.7982877799047964,3,38.0,0.4757141589310748,0,8.0,0.8498334154443676,0,5.0,0.7695660235124075,0,6.0,0.44127774737310466,3,10.0,0.4777079562820095,1,6.0,0.5099017186284187,12,96.0
